UniqueID,IDandDateConcat,Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
5203542493,2.02635E+14,2026352035,5/3/16,5992,3.720000029,3.720000029,0,0,0,3.720000029,0,0,0,304,981,1604
5203542494,2.02635E+14,2026352035,5/4/16,6564,4.070000172,4.070000172,0,0,0,4.070000172,0,0,0,345,530,1658
5203542495,2.02635E+14,2026352035,5/5/16,12167,7.539999962,7.539999962,0,0,0,7.539999962,0,0,0,475,479,1926
5203542496,2.02635E+14,2026352035,5/6/16,8198,5.079999924,5.079999924,0,0,0,5.079999924,0,0,0,383,511,1736
5203542497,2.02635E+14,2026352035,5/7/16,4193,2.599999905,2.599999905,0,0,0,2.599999905,0,0,0,229,665,1491
5203542498,2.02635E+14,2026352035,5/8/16,5528,3.450000048,3.450000048,0,0,0,3.450000048,0,0,0,258,610,1555
5203542499,2.02635E+14,2026352035,5/9/16,10685,6.619999886,6.619999886,0,0,0,6.599999905,0,0,0,401,543,1869
5203542500,2.02635E+14,2026352035,5/10/16,254,0.159999996,0.159999996,0,0,0,0.159999996,0,0,0,17,1002,1141
5203542501,2.02635E+14,2026352035,5/11/16,8580,5.320000172,5.320000172,0,0,0,5.320000172,0,0,0,330,569,1698
5203542502,2.02635E+14,2026352035,5/12/16,8891,5.510000229,5.510000229,0,0,0,5.510000229,0,0,0,343,330,1364
2700242472,2.32013E+14,2320127002,4/12/16,10725,7.489999771,7.489999771,0,1.169999957,0.310000002,6.010000229,0,13,9,306,1112,2124
2700242473,2.32013E+14,2320127002,4/13/16,7275,4.900000095,4.900000095,0,0,0,4.900000095,0,0,0,335,1105,2003
2700242474,2.32013E+14,2320127002,4/14/16,3973,2.680000067,2.680000067,0,0,0,2.680000067,0,0,0,191,1249,1696
2700242475,2.32013E+14,2320127002,4/15/16,5205,3.50999999,3.50999999,0,0,0,3.50999999,0,0,0,245,1195,1801
2700242476,2.32013E+14,2320127002,4/16/16,5057,3.410000086,3.410000086,0,0,0,3.400000095,0,0,0,195,1245,1724
2700242477,2.32013E+14,2320127002,4/17/16,6198,4.179999828,4.179999828,0,0,0,4.179999828,0,0,0,249,1191,1852
2700242478,2.32013E+14,2320127002,4/18/16,6559,4.420000076,4.420000076,0,0,0.25999999,4.139999866,0,0,7,260,1173,1905
2700242479,2.32013E+14,2320127002,4/19/16,5997,4.039999962,4.039999962,0,0,0.379999995,3.660000086,0,0,11,228,1201,1811
2700242480,2.32013E+14,2320127002,4/20/16,7192,4.849999905,4.849999905,0,0,0.49000001,4.340000153,0,0,11,283,1146,1922
2700242481,2.32013E+14,2320127002,4/21/16,3404,2.289999962,2.289999962,0,0.059999999,0.419999987,1.809999943,0,1,10,127,1302,1610
2700242482,2.32013E+14,2320127002,4/22/16,5583,3.75999999,3.75999999,0,0,0,3.75999999,0,0,0,266,1174,1851
2700242483,2.32013E+14,2320127002,4/23/16,5079,3.420000076,3.420000076,0,0,0,3.420000076,0,0,0,242,1129,1804
2700242484,2.32013E+14,2320127002,4/24/16,4165,2.809999943,2.809999943,0,0,0,2.799999952,0,0,0,204,1236,1725
2700242485,2.32013E+14,2320127002,4/25/16,3588,2.420000076,2.420000076,0,0.230000004,0.200000003,1.99000001,0,3,5,152,1280,1654
2700242486,2.32013E+14,2320127002,4/26/16,3409,2.299999952,2.299999952,0,0,0,2.299999952,0,0,0,147,1293,1632
2700242487,2.32013E+14,2320127002,4/27/16,1715,1.159999967,1.159999967,0,0,0,1.159999967,0,0,0,82,1358,1481
2700242488,2.32013E+14,2320127002,4/28/16,1532,1.029999971,1.029999971,0,0,0,1.029999971,0,0,0,76,1364,1473
2700242489,2.32013E+14,2320127002,4/29/16,924,0.620000005,0.620000005,0,0,0,0.620000005,0,0,0,45,1395,1410
2700242490,2.32013E+14,2320127002,4/30/16,4571,3.079999924,3.079999924,0,0,0,3.069999933,0,0,0,234,1206,1779
2700242491,2.32013E+14,2320127002,5/1/16,772,0.519999981,0.519999981,0,0,0,0.519999981,0,0,0,40,1400,1403
2700242492,2.32013E+14,2320127002,5/2/16,3634,2.450000048,2.450000048,0,0.360000014,0.209999993,1.879999995,0,5,6,123,1306,1613
2700242493,2.32013E+14,2320127002,5/3/16,7443,5.019999981,5.019999981,0,1.49000001,0.370000005,3.160000086,0,20,10,206,1204,1878
2700242494,2.32013E+14,2320127002,5/4/16,1201,0.810000002,0.810000002,0,0,0,0.810000002,0,0,0,52,1388,1426
2700242495,2.32013E+14,2320127002,5/5/16,5202,3.50999999,3.50999999,0,0,0.389999986,3.109999895,0,0,11,223,1206,1780
2700242496,2.32013E+14,2320127002,5/6/16,4878,3.289999962,3.289999962,0,0,0,3.289999962,0,0,0,204,1236,1742
2700242497,2.32013E+14,2320127002,5/7/16,7379,4.96999979,4.96999979,0,0,0,4.96999979,0,0,0,319,1121,1972
2700242498,2.32013E+14,2320127002,5/8/16,5161,3.480000019,3.480000019,0,0,0,3.470000029,0,0,0,247,1193,1821
2700242499,2.32013E+14,2320127002,5/9/16,3090,2.079999924,2.079999924,0,0,0,2.079999924,0,0,0,145,1295,1630
2700242500,2.32013E+14,2320127002,5/10/16,6227,4.199999809,4.199999809,0,0,0,4.199999809,0,0,0,290,1150,1899
2700242501,2.32013E+14,2320127002,5/11/16,6424,4.329999924,4.329999924,0,0,0,4.329999924,0,0,0,300,1140,1903
2700242502,2.32013E+14,2320127002,5/12/16,2661,1.789999962,1.789999962,0,0,0,1.789999962,0,0,0,128,830,1125
6779642472,2.34717E+14,2347167796,4/12/16,10113,6.829999924,6.829999924,0,2,0.620000005,4.199999809,0,28,13,320,964,2344
6779642473,2.34717E+14,2347167796,4/13/16,10352,7.010000229,7.010000229,0,1.659999967,1.940000057,3.410000086,0,19,32,195,676,2038
6779642474,2.34717E+14,2347167796,4/14/16,10129,6.699999809,6.699999809,0,0.02,2.74000001,3.940000057,0,1,48,206,705,2010
6779642475,2.34717E+14,2347167796,4/15/16,10465,6.920000076,6.920000076,0,0.07,1.419999957,5.429999828,0,1,24,284,720,2133
6779642476,2.34717E+14,2347167796,4/16/16,22244,15.07999992,15.07999992,0,5.449999809,4.099999905,5.53000021,0,66,72,268,968,2670
6779642477,2.34717E+14,2347167796,4/17/16,5472,3.619999886,3.619999886,0,0.079999998,0.280000001,3.25999999,0,1,7,249,508,1882
6779642478,2.34717E+14,2347167796,4/18/16,8247,5.449999809,5.449999809,0,0.790000021,0.860000014,3.789999962,0,11,16,206,678,1944
6779642479,2.34717E+14,2347167796,4/19/16,6711,4.440000057,4.440000057,0,0,0,4.440000057,0,0,7,382,648,2346
6779642480,2.34717E+14,2347167796,4/20/16,10999,7.269999981,7.269999981,0,0.680000007,1.809999943,4.78000021,0,11,43,269,1011,2198
6779642481,2.34717E+14,2347167796,4/21/16,10080,6.75,6.75,0,1.850000024,1.529999971,3.380000114,0,23,26,208,761,2048
6779642482,2.34717E+14,2347167796,4/22/16,7804,5.159999847,5.159999847,0,0.560000002,1.679999948,2.920000076,0,9,27,206,781,1946
6779642483,2.34717E+14,2347167796,4/23/16,16901,11.36999989,11.36999989,0,2.779999971,1.450000048,7.150000095,0,32,35,360,591,2629
6779642484,2.34717E+14,2347167796,4/24/16,9471,6.260000229,6.260000229,0,0,0,6.260000229,0,0,0,360,584,2187
6779642485,2.34717E+14,2347167796,4/25/16,9482,6.380000114,6.380000114,0,1.269999981,0.519999981,4.599999905,0,15,11,277,653,2095
6779642486,2.34717E+14,2347167796,4/26/16,5980,3.950000048,3.950000048,0,0,0,3.950000048,0,0,0,227,732,1861
6779642487,2.34717E+14,2347167796,4/27/16,11423,7.579999924,7.579999924,0,1.860000014,0.400000006,5.320000172,0,26,9,295,623,2194
6779642488,2.34717E+14,2347167796,4/28/16,5439,3.599999905,3.599999905,0,0,0,3.599999905,0,0,0,229,764,1854
6779642489,2.34717E+14,2347167796,4/29/16,42,0.029999999,0.029999999,0,0,0,0.029999999,0,0,0,4,2,403
1276542472,2.87321E+14,2873212765,4/12/16,8796,5.909999847,5.909999847,0,0.109999999,0.930000007,4.880000114,0,2,21,356,1061,1982
1276542473,2.87321E+14,2873212765,4/13/16,7618,5.119999886,5.119999886,0,0,0.219999999,4.880000114,0.02,0,8,404,1028,2004
1276542474,2.87321E+14,2873212765,4/14/16,7910,5.320000172,5.320000172,0,0,0,5.320000172,0,0,0,331,1109,1893
1276542475,2.87321E+14,2873212765,4/15/16,8482,5.699999809,5.699999809,0,0,0,5.690000057,0.01,0,0,448,992,2063
1276542476,2.87321E+14,2873212765,4/16/16,9685,6.650000095,6.650000095,0,3.109999895,0.02,3.50999999,0.01,47,1,305,1087,2148
1276542477,2.87321E+14,2873212765,4/17/16,2524,1.700000048,1.700000048,0,0,0.349999994,1.340000033,0,0,8,160,1272,1529
1276542478,2.87321E+14,2873212765,4/18/16,7762,5.239999771,5.239999771,0,0.07,0.280000001,4.889999866,0,1,6,311,1122,1890
1276542479,2.87321E+14,2873212765,4/19/16,7948,5.369999886,5.369999886,0,0,0,5.360000134,0,0,0,389,1051,1956
1276542480,2.87321E+14,2873212765,4/20/16,9202,6.300000191,6.300000191,0,1.50999999,0.119999997,4.659999847,0.01,22,5,378,1035,2094
1276542481,2.87321E+14,2873212765,4/21/16,8859,5.980000019,5.980000019,0,0.129999995,0.370000005,5.46999979,0.01,2,10,371,1057,1970
1276542482,2.87321E+14,2873212765,4/22/16,7286,4.900000095,4.900000095,0,0.460000008,0,4.420000076,0.02,46,0,366,1028,2241
1276542483,2.87321E+14,2873212765,4/23/16,9317,6.349999905,6.349999905,0,2.089999914,0.230000004,4.019999981,0.01,28,5,330,1077,2021
1276542484,2.87321E+14,2873212765,4/24/16,6873,4.679999828,4.679999828,0,3,0.059999999,1.620000005,0,46,1,190,1203,1898
1276542485,2.87321E+14,2873212765,4/25/16,7373,4.949999809,4.949999809,0,0,0,4.949999809,0,0,0,359,1081,1907
1276542486,2.87321E+14,2873212765,4/26/16,8242,5.539999962,5.539999962,0,0.119999997,0.180000007,5.239999771,0,2,5,309,1124,1882
1276542487,2.87321E+14,2873212765,4/27/16,3516,2.359999895,2.359999895,0,0,0,2.359999895,0,46,0,197,1197,1966
1276542488,2.87321E+14,2873212765,4/28/16,7913,5.409999847,5.409999847,0,2.160000086,0.340000004,2.910000086,0,28,7,213,1192,1835
1276542489,2.87321E+14,2873212765,4/29/16,7365,4.949999809,4.949999809,0,1.360000014,1.409999967,2.180000067,0,20,23,206,1191,1780
1276542490,2.87321E+14,2873212765,4/30/16,8452,5.679999828,5.679999828,0,0.330000013,1.080000043,4.260000229,0.01,5,20,248,1167,1830
1276542491,2.87321E+14,2873212765,5/1/16,7399,4.96999979,4.96999979,0,0.49000001,1.039999962,3.440000057,0,7,18,196,1219,1739
1276542492,2.87321E+14,2873212765,5/2/16,7525,5.059999943,5.059999943,0,0,0.209999993,4.829999924,0.02,0,7,334,1099,1878
1276542493,2.87321E+14,2873212765,5/3/16,7412,4.980000019,4.980000019,0,0.059999999,0.25,4.659999847,0.01,1,6,363,1070,1906
1276542494,2.87321E+14,2873212765,5/4/16,8278,5.559999943,5.559999943,0,0,0,5.559999943,0,0,0,420,1020,2015
1276542495,2.87321E+14,2873212765,5/5/16,8314,5.610000134,5.610000134,0,0.779999971,0.800000012,4.03000021,0,13,23,311,1093,1971
1276542496,2.87321E+14,2873212765,5/6/16,7063,4.75,4.75,0,0,0.119999997,4.610000134,0.01,0,5,370,1065,1910
1276542497,2.87321E+14,2873212765,5/7/16,4940,3.380000114,3.380000114,0,2.279999971,0.550000012,0.550000012,0,75,11,52,1302,1897
1276542498,2.87321E+14,2873212765,5/8/16,8168,5.539999962,5.539999962,0,2.900000095,0,2.640000105,0,46,0,326,1068,2096
1276542499,2.87321E+14,2873212765,5/9/16,7726,5.190000057,5.190000057,0,0,0,5.190000057,0,0,0,345,1095,1906
1276542500,2.87321E+14,2873212765,5/10/16,8275,5.559999943,5.559999943,0,0,0,5.550000191,0.01,0,0,373,1067,1962
1276542501,2.87321E+14,2873212765,5/11/16,6440,4.329999924,4.329999924,0,0,0,4.320000172,0.01,0,0,319,1121,1826
1276542502,2.87321E+14,2873212765,5/12/16,7566,5.110000134,5.110000134,0,0,0,5.110000134,0,0,0,268,720,1431
6816442472,3.37287E+14,3372868164,4/12/16,4747,3.24000001,3.24000001,0,0,0,3.230000019,0.01,0,0,280,1160,1788
6816442473,3.37287E+14,3372868164,4/13/16,9715,6.630000114,6.630000114,0,0.99000001,0.340000004,5.269999981,0.02,16,8,371,1045,2093
6816442474,3.37287E+14,3372868164,4/14/16,8844,6.03000021,6.03000021,0,0.340000004,1.029999971,4.650000095,0.01,6,25,370,1039,2065
6816442475,3.37287E+14,3372868164,4/15/16,7451,5.079999924,5.079999924,0,0,0,5.059999943,0.02,0,0,335,1105,1908
6816442476,3.37287E+14,3372868164,4/16/16,6905,4.730000019,4.730000019,0,0,0,4.699999809,0.029999999,0,0,356,1084,1908
6816442477,3.37287E+14,3372868164,4/17/16,8199,5.880000114,5.880000114,0,1.409999967,0.100000001,4.360000134,0.01,11,2,322,1105,1964
6816442478,3.37287E+14,3372868164,4/18/16,6798,4.639999866,4.639999866,0,1.080000043,0.200000003,3.349999905,0,20,7,343,1070,2014
6816442479,3.37287E+14,3372868164,4/19/16,7711,5.260000229,5.260000229,0,0,0,5.239999771,0.02,0,0,376,1064,1985
6816442480,3.37287E+14,3372868164,4/20/16,4880,3.329999924,3.329999924,0,0.839999974,0.090000004,2.380000114,0.02,15,3,274,1148,1867
6816442481,3.37287E+14,3372868164,4/21/16,8857,6.070000172,6.070000172,0,1.149999976,0.25999999,4.639999866,0.01,18,9,376,1037,2124
6816442482,3.37287E+14,3372868164,4/22/16,3843,2.619999886,2.619999886,0,0,0,2.609999895,0.01,0,0,206,1234,1669
6816442483,3.37287E+14,3372868164,4/23/16,7396,5.070000172,5.070000172,0,1.399999976,0.079999998,3.579999924,0,20,2,303,1115,1995
6816442484,3.37287E+14,3372868164,4/24/16,6731,4.590000153,4.590000153,0,0.889999986,0.189999998,3.49000001,0.02,14,7,292,1127,1921
6816442485,3.37287E+14,3372868164,4/25/16,5995,4.090000153,4.090000153,0,0,0,4.090000153,0,0,0,416,1024,2010
6816442486,3.37287E+14,3372868164,4/26/16,8283,5.789999962,5.789999962,0,1.850000024,0.050000001,3.869999886,0.01,22,2,333,1083,2057
6816442487,3.37287E+14,3372868164,4/27/16,7904,5.420000076,5.420000076,0,1.580000043,0.629999995,3.190000057,0.01,24,13,346,1057,2095
6816442488,3.37287E+14,3372868164,4/28/16,5512,3.75999999,3.75999999,0,0,0,3.75999999,0,0,0,385,1055,1972
6816442489,3.37287E+14,3372868164,4/29/16,9135,6.230000019,6.230000019,0,0,0,6.21999979,0.01,0,0,402,1038,2044
6816442490,3.37287E+14,3372868164,4/30/16,5250,3.579999924,3.579999924,0,1.059999943,0.090000004,2.420000076,0.01,17,4,300,1119,1946
6816442491,3.37287E+14,3372868164,5/1/16,3077,2.099999905,2.099999905,0,0,0,2.089999914,0,0,0,172,842,1237
3371442472,3.97733E+14,3977333714,4/12/16,8856,5.980000019,5.980000019,0,3.059999943,0.910000026,2.00999999,0,44,19,131,777,1450
3371442473,3.97733E+14,3977333714,4/13/16,10035,6.710000038,6.710000038,0,2.029999971,2.130000114,2.549999952,0,31,46,153,754,1495
3371442474,3.97733E+14,3977333714,4/14/16,7641,5.110000134,5.110000134,0,0.319999993,0.970000029,3.819999933,0,5,23,214,801,1433
3371442475,3.97733E+14,3977333714,4/15/16,9010,6.059999943,6.059999943,0,1.049999952,1.75,3.25999999,0,15,42,183,644,1468
3371442476,3.97733E+14,3977333714,4/16/16,13459,9,9,0,2.029999971,4,2.970000029,0,31,83,153,663,1625
3371442477,3.97733E+14,3977333714,4/17/16,10415,6.96999979,6.96999979,0,0.699999988,2.349999905,3.920000076,0,11,58,205,600,1529
3371442478,3.97733E+14,3977333714,4/18/16,11663,7.800000191,7.800000191,0,0.25,3.730000019,3.819999933,0,4,95,214,605,1584
3371442479,3.97733E+14,3977333714,4/19/16,12414,8.779999733,8.779999733,0,2.24000001,2.450000048,3.960000038,0,19,67,221,738,1638
3371442480,3.97733E+14,3977333714,4/20/16,11658,7.829999924,7.829999924,0,0.200000003,4.349999905,3.279999971,0,2,98,164,845,1554
3371442481,3.97733E+14,3977333714,4/21/16,6093,4.079999924,4.079999924,0,0,0,4.059999943,0,0,0,242,712,1397
3371442482,3.97733E+14,3977333714,4/22/16,8911,5.960000038,5.960000038,0,2.329999924,0.579999983,3.059999943,0,33,12,188,731,1481
3371442483,3.97733E+14,3977333714,4/23/16,12058,8.069999695,8.069999695,0,0,4.21999979,3.849999905,0,0,92,252,724,1638
3371442484,3.97733E+14,3977333714,4/24/16,14112,10,10,0,3.269999981,4.559999943,2.170000076,0,30,95,129,660,1655
3371442485,3.97733E+14,3977333714,4/25/16,11177,8.479999542,8.479999542,0,5.619999886,0.430000007,2.410000086,0,50,9,133,781,1570
3371442486,3.97733E+14,3977333714,4/26/16,11388,7.619999886,7.619999886,0,0.449999988,4.21999979,2.950000048,0,7,95,170,797,1551
3371442487,3.97733E+14,3977333714,4/27/16,7193,5.039999962,5.039999962,0,0,0.419999987,4.619999886,0,0,10,176,714,1377
3371442488,3.97733E+14,3977333714,4/28/16,7114,4.880000114,4.880000114,0,1.370000005,0.289999992,3.220000029,0,15,8,190,804,1407
3371442489,3.97733E+14,3977333714,4/29/16,10645,7.75,7.75,0,3.74000001,1.299999952,2.710000038,0,36,32,150,744,1545
3371442490,3.97733E+14,3977333714,4/30/16,13238,9.199999809,9.199999809,0,3.690000057,2.099999905,3.410000086,0,43,52,194,687,1650
3371442491,3.97733E+14,3977333714,5/1/16,10414,7.070000172,7.070000172,0,2.670000076,1.980000019,2.410000086,0,41,40,124,691,1501
3371442492,3.97733E+14,3977333714,5/2/16,16520,11.05000019,11.05000019,0,1.539999962,6.480000019,3.019999981,0,24,143,176,713,1760
3371442493,3.97733E+14,3977333714,5/3/16,14335,9.590000153,9.590000153,0,3.319999933,1.74000001,4.53000021,0,47,41,258,594,1710
3371442494,3.97733E+14,3977333714,5/4/16,13559,9.43999958,9.43999958,0,1.809999943,4.579999924,2.890000105,0,14,96,142,852,1628
3371442495,3.97733E+14,3977333714,5/5/16,12312,8.579999924,8.579999924,0,1.75999999,4.110000134,2.710000038,0,14,88,178,680,1618
3371442496,3.97733E+14,3977333714,5/6/16,11677,8.279999733,8.279999733,0,3.109999895,2.50999999,2.670000076,0,29,55,168,676,1590
3371442497,3.97733E+14,3977333714,5/7/16,11550,7.730000019,7.730000019,0,0,4.130000114,3.589999914,0,0,86,208,703,1574
3371442498,3.97733E+14,3977333714,5/8/16,13585,9.090000153,9.090000153,0,0.680000007,5.239999771,3.170000076,0,9,116,171,688,1633
3371442499,3.97733E+14,3977333714,5/9/16,14687,10.07999992,10.07999992,0,0.769999981,5.599999905,3.549999952,0,8,122,151,1159,1667
3371442500,3.97733E+14,3977333714,5/10/16,13072,8.779999733,8.779999733,0,0.07,5.400000095,3.309999943,0,1,115,196,676,1630
3371442501,3.97733E+14,3977333714,5/11/16,746,0.5,0.5,0,0.370000005,0,0.129999995,0,4,0,9,13,52
3265042472,4.02033E+14,4020332650,4/12/16,8539,6.119999886,6.119999886,0,0.150000006,0.239999995,5.679999828,0,4,15,331,712,3654
3265042473,4.02033E+14,4020332650,4/13/16,0,0,0,0,0,0,0,0,0,0,0,1440,1981
3265042474,4.02033E+14,4020332650,4/14/16,108,0.079999998,0.079999998,0,0,0,0.029999999,0,0,0,3,1437,2011
3265042475,4.02033E+14,4020332650,4/15/16,1882,1.350000024,1.350000024,0,0.209999993,0.360000014,0.769999981,0,36,18,87,1299,2951
3265042476,4.02033E+14,4020332650,4/16/16,1982,1.419999957,1.419999957,0,0.449999988,0.370000005,0.589999974,0,65,21,55,1222,3051
3265042477,4.02033E+14,4020332650,4/17/16,16,0.01,0.01,0,0,0,0.01,0,0,0,2,1438,1990
3265042478,4.02033E+14,4020332650,4/18/16,62,0.039999999,0.039999999,0,0,0,0.039999999,0,0,0,2,1438,1995
3265042479,4.02033E+14,4020332650,4/19/16,0,0,0,0,0,0,0,0,0,0,0,1440,1980
3265042480,4.02033E+14,4020332650,4/20/16,0,0,0,0,0,0,0,0,0,0,0,1440,1980
3265042481,4.02033E+14,4020332650,4/21/16,0,0,0,0,0,0,0,0,0,0,0,1440,1980
3265042482,4.02033E+14,4020332650,4/22/16,0,0,0,0,0,0,0,0,0,0,0,1440,1980
3265042483,4.02033E+14,4020332650,4/23/16,0,0,0,0,0,0,0,0,0,0,0,1440,1980
3265042484,4.02033E+14,4020332650,4/24/16,0,0,0,0,0,0,0,0,0,0,0,1440,1980
3265042485,4.02033E+14,4020332650,4/25/16,0,0,0,0,0,0,0,0,0,0,0,1440,1980
3265042486,4.02033E+14,4020332650,4/26/16,0,0,0,0,0,0,0,0,0,0,0,1440,1980
3265042487,4.02033E+14,4020332650,4/27/16,0,0,0,0,0,0,0,0,0,0,0,1440,1980
3265042488,4.02033E+14,4020332650,4/28/16,0,0,0,0,0,0,0,0,0,0,0,1440,1980
3265042489,4.02033E+14,4020332650,4/29/16,0,0,0,0,0,0,0,0,0,0,0,1440,1980
3265042490,4.02033E+14,4020332650,4/30/16,0,0,0,0,0,0,0,0,0,0,0,1440,1980
3265042491,4.02033E+14,4020332650,5/1/16,0,0,0,0,0,0,0,0,0,0,0,1440,1980
3265042492,4.02033E+14,4020332650,5/2/16,475,0.340000004,0.340000004,0,0,0.039999999,0.289999992,0,0,11,31,1350,2207
3265042493,4.02033E+14,4020332650,5/3/16,4496,3.220000029,3.220000029,0,0,0,3.150000095,0.050000001,0,0,174,950,2828
3265042494,4.02033E+14,4020332650,5/4/16,10252,7.349999905,7.349999905,0,0.670000017,1.039999962,5.579999924,0,13,46,346,531,3879
3265042495,4.02033E+14,4020332650,5/5/16,11728,8.430000305,8.430000305,0,2.619999886,1.679999948,4.039999962,0.07,38,42,196,916,3429
3265042496,4.02033E+14,4020332650,5/6/16,4369,3.130000114,3.130000114,0,0,0,3.099999905,0.01,0,0,177,855,2704
3265042497,4.02033E+14,4020332650,5/7/16,6132,4.400000095,4.400000095,0,0,0,3.579999924,0,0,0,184,1256,2975
3265042498,4.02033E+14,4020332650,5/8/16,5862,4.199999809,4.199999809,0,0,0,4.150000095,0,0,0,263,775,3089
3265042499,4.02033E+14,4020332650,5/9/16,4556,3.269999981,3.269999981,0,0.200000003,0.119999997,2.940000057,0,3,5,173,1225,2785
3265042500,4.02033E+14,4020332650,5/10/16,5546,3.980000019,3.980000019,0,0,0,3.869999886,0.039999999,0,0,206,774,2926
3265042501,4.02033E+14,4020332650,5/11/16,3689,2.650000095,2.650000095,0,0.109999999,0.170000002,2.329999924,0,2,8,134,1296,2645
3265042502,4.02033E+14,4020332650,5/12/16,590,0.419999987,0.419999987,0,0,0,0.409999996,0,0,0,21,721,1120
9291242472,4.05719E+14,4057192912,4/12/16,5394,4.03000021,4.03000021,0,0,0,3.940000057,0,0,0,164,1276,2286
9291242473,4.05719E+14,4057192912,4/13/16,5974,4.46999979,4.46999979,0,0,0,4.369999886,0,0,0,160,1280,2306
9291242474,4.05719E+14,4057192912,4/14/16,0,0,0,0,0,0,0,0,0,0,0,1440,1776
9291242475,4.05719E+14,4057192912,4/15/16,3984,2.950000048,2.950000048,0,0.209999993,0.25999999,2.440000057,0,3,6,88,873,1527
357742472,4.3197E+14,4319703577,4/12/16,7753,5.199999809,5.199999809,0,0,0,0,0,0,0,0,1440,2115
357742473,4.3197E+14,4319703577,4/13/16,8204,5.5,5.5,0,0.529999971,0.589999974,1.309999943,0,8,15,96,1234,2135
357742474,4.3197E+14,4319703577,4/14/16,10210,6.880000114,6.880000114,0,0.109999999,0.330000013,6.440000057,0,1,9,339,589,2302
357742475,4.3197E+14,4319703577,4/15/16,5664,3.799999952,3.799999952,0,0,0,3.799999952,0,0,0,228,752,1985
357742476,4.3197E+14,4319703577,4/16/16,4744,3.180000067,3.180000067,0,0,0,3.180000067,0,0,0,194,724,1884
357742477,4.3197E+14,4319703577,4/17/16,29,0.02,0.02,0,0,0,0.02,0,0,0,3,1363,1464
357742478,4.3197E+14,4319703577,4/18/16,2276,1.549999952,1.549999952,0,0.07,0.330000013,1.120000005,0,1,9,58,824,1632
357742479,4.3197E+14,4319703577,4/19/16,8925,5.989999771,5.989999771,0,0,0,5.989999771,0,0,0,311,604,2200
357742480,4.3197E+14,4319703577,4/20/16,8954,6.010000229,6.010000229,0,0,0.680000007,5.309999943,0,0,18,306,671,2220
357742481,4.3197E+14,4319703577,4/21/16,3702,2.480000019,2.480000019,0,0,0,0.349999994,0,0,0,34,1265,1792
357742482,4.3197E+14,4319703577,4/22/16,4500,3.019999981,3.019999981,0,0.059999999,0.810000002,2.150000095,0,1,19,176,709,1886
357742483,4.3197E+14,4319703577,4/23/16,4935,3.309999943,3.309999943,0,0,0,3.309999943,0,0,0,233,546,1945
357742484,4.3197E+14,4319703577,4/24/16,4081,2.74000001,2.74000001,0,0.059999999,0.200000003,2.470000029,0,1,5,191,692,1880
357742485,4.3197E+14,4319703577,4/25/16,9259,6.210000038,6.210000038,0,0,0.280000001,5.929999828,0,0,8,390,544,2314
357742486,4.3197E+14,4319703577,4/26/16,9899,6.639999866,6.639999866,0,0.569999993,0.920000017,5.150000095,0,8,21,288,649,2236
357742487,4.3197E+14,4319703577,4/27/16,10780,7.230000019,7.230000019,0,0.409999996,1.919999957,4.909999847,0,6,47,300,680,2324
357742488,4.3197E+14,4319703577,4/28/16,10817,7.28000021,7.28000021,0,1.00999999,0.330000013,5.940000057,0,13,8,359,552,2367
357742489,4.3197E+14,4319703577,4/29/16,7990,5.360000134,5.360000134,0,0.449999988,0.790000021,4.119999886,0,6,18,289,624,2175
357742490,4.3197E+14,4319703577,4/30/16,8221,5.519999981,5.519999981,0,0.400000006,1.610000014,3.50999999,0,6,38,196,695,2092
357742491,4.3197E+14,4319703577,5/1/16,1251,0.839999974,0.839999974,0,0,0,0.839999974,0,0,0,67,836,1593
357742492,4.3197E+14,4319703577,5/2/16,9261,6.239999771,6.239999771,0,0,0.439999998,5.710000038,0,0,11,344,585,2270
357742493,4.3197E+14,4319703577,5/3/16,9648,6.46999979,6.46999979,0,0.579999983,1.070000052,4.829999924,0,8,26,287,669,2235
357742494,4.3197E+14,4319703577,5/4/16,10429,7.019999981,7.019999981,0,0.589999974,0.579999983,5.849999905,0,8,13,313,1106,2282
357742495,4.3197E+14,4319703577,5/5/16,13658,9.489999771,9.489999771,0,2.630000114,1.409999967,5.449999809,0,27,34,328,957,2530
357742496,4.3197E+14,4319703577,5/6/16,9524,6.420000076,6.420000076,0,0.409999996,0.469999999,5.460000038,0,6,11,314,692,2266
357742497,4.3197E+14,4319703577,5/7/16,7937,5.329999924,5.329999924,0,0.189999998,1.049999952,4.079999924,0,3,28,279,586,2158
357742498,4.3197E+14,4319703577,5/8/16,3672,2.460000038,2.460000038,0,0,0,2.460000038,0,0,0,153,603,1792
357742499,4.3197E+14,4319703577,5/9/16,10378,6.960000038,6.960000038,0,0.140000001,0.560000002,6.25,0,2,14,374,490,2345
357742500,4.3197E+14,4319703577,5/10/16,9487,6.369999886,6.369999886,0,0.209999993,0.460000008,5.699999809,0,3,12,329,555,2260
357742501,4.3197E+14,4319703577,5/11/16,9129,6.130000114,6.130000114,0,0.200000003,0.74000001,5.179999828,0,3,18,311,574,2232
